symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,messageBoardId,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
0P00012D3R.F,FRA,2018-01-02 07:00:00,3600000,LBPAM Sélection Pro Rendement Global MH,1,,MUTUALFUND,LBPAM Sélection Pro Rendement ,0P00012D3R.F,Europe/Berlin,CET,0P00012D3R.F,cebd09f7-0ed1-3d0e-a3bb-d53714ec408d
0P00012DDE.TO,TOR,2018-01-02 14:30:00,-18000000,RBC Asia Pacific ex-Japan Equity Fund A,1,,MUTUALFUND,RBC Asia Pacific ex-Japan Equit,0P00012DDE.TO,America/Toronto,EST,0P00012DDE.TO,9dc5d3b9-cdd1-34da-b0c4-cefde9a72bb4
0P00012DKB.TO,TOR,2018-01-02 14:30:00,-18000000,RBC Japanese Equity Fund O,1,,MUTUALFUND,RBC Japanese Equity Fund O,0P00012DKB.TO,America/Toronto,EST,0P00012DKB.TO,8744a458-a2e8-3599-8d59-6653def6c673
0P0001317D.F,FRA,2018-01-02 07:00:00,3600000,Dodge &amp; Cox Worldwide Global Bond Fund EUR Acc,1,,MUTUALFUND,Dodge & Cox Worldwide Global Bo,0P0001317D.F,Europe/Berlin,CET,0P0001317D.F,d3f96e71-d301-33ca-8036-fdcf25d155b2
0P00013548.F,FRA,2022-03-14 07:00:00,3600000,BNP Paribas Funds Climate Impact N Capitalisation,1,,MUTUALFUND,BNP Paribas Funds Climate Impac,0P00013548.F,Europe/Berlin,CET,0P00013548.F,75fcfbb3-b5fe-3ac8-a3be-25564162be99
0P000135AJ.SW,EBS,2022-03-14 08:00:00,3600000,SYNCHRONY MARKET FUNDS - Synchrony All Caps CH M,1,,MUTUALFUND,SYNCHRONY MARKET FUNDS - Synchr,0P000135AJ.SW,Europe/Zurich,CET,0P000135AJ.SW,57f2ca3e-dd74-390f-96f8-0197bfd07ba1
0P00013VSB.F,FRA,2022-03-14 07:00:00,3600000,AXA World Funds - Euro Inflation Bonds F Capitalisation EUR,1,,MUTUALFUND,AXA World Funds - Euro Inflatio,0P00013VSB.F,Europe/Berlin,CET,0P00013VSB.F,ebf96ba4-6ffc-33cf-a8c6-981e78dffc72
0P00013VZM.F,EBS,2022-03-14 08:00:00,3600000,Invesco Funds- Invesco Balanced-Risk Select Fund C Accumulation EUR,1,,MUTUALFUND,Invesco Funds- Invesco Balanced,0P00013VZM.F,Europe/Zurich,CET,0P00013VZM.F,35e9c449-847b-3bef-bd6a-6e1e017176bd
0P000146RY.F,FRA,2018-01-02 07:00:00,3600000,Lazard World Innovation E,1,,MUTUALFUND,Lazard World Innovation E,0P000146RY.F,Europe/Berlin,CET,0P000146RY.F,b2f51bab-a369-331b-8f23-a48aa2e7d398
0P000147AH.F,FRA,2022-03-14 07:00:00,3600000,Jupiter Global Ecology Growth Class D EUR A Inc Dist,1,,MUTUALFUND,Jupiter Global Ecology Growth C,0P000147AH.F,Europe/Berlin,CET,0P000147AH.F,af14b3e2-da47-3142-8c2b-4d4545db0751
0P0001483J,PNK,2019-01-02 14:30:00,-18000000,Polar Capital Funds PLC - Polar Capital Healthcare Blue Chip Fund I Accumulation,1,,MUTUALFUND,Polar Capital Funds PLC - Polar,0P0001483J,America/New_York,EST,0P0001483J,ba40f77f-97ec-3655-93a4-7134f20634f5
0P00014DZN.TO,TOR,2018-01-02 14:30:00,-18000000,GWL Fidelity Moderate Growth (PSG) 75/100 (PS2),1,,MUTUALFUND,GWL Fidelity Moderate Growth (P,0P00014DZN.TO,America/Toronto,EST,0P00014DZN.TO,5bc0300f-1f6c-3a0d-bd13-cd6b3076cb48
0P00014IEO.SW,EBS,2022-03-14 08:00:00,3600000,AXA World Funds - US Dynamic High Yield Bonds I Capitalisation CHF (Hedged),1,,MUTUALFUND,AXA World Funds - US Dynamic Hi,0P00014IEO.SW,Europe/Zurich,CET,0P00014IEO.SW,4af7c89b-23aa-3d33-a23e-4df8b33aca9e
0P00014JW3.L,LSE,2018-01-02 08:00:00,0,Threadneedle Global Emerging Markets Equity Fund Institutional X Income GBP,1,,MUTUALFUND,Threadneedle Global Emerging Ma,0P00014JW3.L,Europe/London,GMT,0P00014JW3.L,fe6dab81-c3e8-393d-b6dc-1415d7922917
0P00014L5A.L,LSE,2022-03-07 08:00:00,0,Pictet - Absolute Return Fixed Income HI GBP,1,,MUTUALFUND,Pictet - Absolute Return Fixed ,0P00014L5A.L,Europe/London,GMT,0P00014L5A.L,a3d64ad3-7ce3-3557-a49e-825c9e37d76e
0P000153TV.F,FRA,2022-03-14 07:00:00,3600000,Mandarine Funds - Mandarine Unique Small &amp; Mid Caps Europe L,1,,MUTUALFUND,Mandarine Funds - Mandarine Uni,0P000153TV.F,Europe/Berlin,CET,0P000153TV.F,54083ebc-e107-3f16-957d-05d646ec6a51
0P00015BYN.BO,BSE,2018-01-01 03:45:00,19800000,L&amp;T Resurgent India Bond Fund Regular Growth,1,,MUTUALFUND,L&T Resurgent India Bond Fund R,0P00015BYN.BO,Asia/Kolkata,IST,0P00015BYN.BO,9bbffe20-6355-34ff-8dae-651d1f27e0e5
0P00015C2V.TO,TOR,2018-01-02 14:30:00,-18000000,LON Monthly Income (London Capital) 75/75 (PS2),1,,MUTUALFUND,LON Monthly Income (London Capi,0P00015C2V.TO,America/Toronto,EST,0P00015C2V.TO,77b63673-e3af-3896-bee8-34fbcbe02e96
0P00015CT0.L,LSE,2018-01-02 08:00:00,0,Aviva Investors Multi-asset Plus Fund IV Class 9 GBP Acc,1,,MUTUALFUND,Aviva Investors Multi-asset Plu,0P00015CT0.L,Europe/London,GMT,0P00015CT0.L,50eddcd4-45a2-3cb8-a580-8f35ac379aec
0P00015D1B.F,FRA,2022-03-14 07:00:00,3600000,Eurizon Investment SICAV Flexible Beta 4 I,1,,MUTUALFUND,Eurizon Investment SICAV Flexib,0P00015D1B.F,Europe/Berlin,CET,0P00015D1B.F,e75e59b0-43ea-3dc2-94f5-637551482a7d
0P00015EN4.L,LSE,2022-03-07 08:00:00,0,MFS Meridian Funds - U.S. Total Return Bond Fund WH1 GBP,1,,MUTUALFUND,MFS Meridian Funds - U.S. Total,0P00015EN4.L,Europe/London,GMT,0P00015EN4.L,d886c7f4-dc86-3ba3-aa84-ef9aa3e5dec2
0P00015LV1.F,FRA,2022-03-14 07:00:00,3600000,Alpinum SICAV-SIF - Equity Dynamic Fund AH,1,,MUTUALFUND,Alpinum SICAV-SIF - Equity Dyna,0P00015LV1.F,Europe/Berlin,CET,0P00015LV1.F,36c92e05-47ae-3035-b1ce-fd6731ea845e
0P00015M0N.SW,EBS,2018-01-02 08:00:00,3600000,Vanguard Emerging Markets Stock Index Fund Institutional Plus CHF Acc,1,,MUTUALFUND,Vanguard Emerging Markets Stock,0P00015M0N.SW,Europe/Zurich,CET,0P00015M0N.SW,c7fdd425-9201-38c3-a371-0806ca24a5ac
0P00015QHE.L,LSE,2022-03-07 08:00:00,0,UBAM - Global Equity IH GBP,1,,MUTUALFUND,UBAM - Global Equity IH GBP,0P00015QHE.L,Europe/London,GMT,0P00015QHE.L,591cb106-4853-3cad-9846-f48fa1e5db5a
0P00015U4H.HK,HKG,2022-03-14 01:30:00,28800000,BlackRock Global Funds - Global Equity Income Fund A8 CNH Hedged,1,,MUTUALFUND,BlackRock Global Funds - Global,0P00015U4H.HK,Asia/Hong_Kong,HKT,0P00015U4H.HK,9753d57f-3b6e-3834-bae8-5e70db00b836
0P00015WV0,PNK,2022-03-14 13:30:00,-18000000,UBAM - Global High Yield Solution UC USD,1,,MUTUALFUND,UBAM - Global High Yield Soluti,0P00015WV0,America/New_York,EST,0P00015WV0,b2e05d34-265f-3171-a48c-ab30ca488f56
0P00015X1E.F,FRA,2018-01-02 07:00:00,3600000,Wellington Emerging Local Debt Fund EUR Class S Accumulating Unhedged,1,,MUTUALFUND,Wellington Emerging Local Debt ,0P00015X1E.F,Europe/Berlin,CET,0P00015X1E.F,11305c69-f5ea-3b31-b214-a56df154a589
0P0001666P,MUN,2019-01-02 07:00:00,3600000,LionGlobal Singapore Dividend Equity Fund USD Hedged Class,1,,MUTUALFUND,LionGlobal Singapore Dividend E,0P0001666P,Europe/Berlin,CET,0P0001666P,864a03fd-9f45-3445-9d29-1562e6b3d2b7
0P000166IS,BSE,2020-02-11 03:45:00,19800000,Fidelity Strategic Income Fund A,1,,MUTUALFUND,Fidelity Revenu stratégique A,0P000166IS,Asia/Kolkata,IST,0P000166IS,8eebc06c-050c-3794-ae5e-a0e405bfaff7
0P0001678W.F,FRA,2022-03-14 07:00:00,3600000,Edmond de Rothschild Fund - Equity Opportunities R EUR,1,,MUTUALFUND,Edmond de Rothschild Fund - Equ,0P0001678W.F,Europe/Berlin,CET,0P0001678W.F,a73d6eef-58c6-3d82-b1e1-4ccbf44f9957
0P000168GN,PNK,2022-03-15 13:30:00,-18000000,T. Rowe Price Funds SICAV - Responsible Global Investment Grade Corporate Bond Fund A USD,1,,MUTUALFUND,T. Rowe Price Funds SICAV - Res,0P000168GN,America/New_York,EST,0P000168GN,ffb83d28-d53f-3efe-b573-eae31592c240
0P00016B82.F,FRA,2018-01-02 07:00:00,3600000,Creand Gestion Flexible Sostenible FI,1,,MUTUALFUND,Creand Gestion Flexible Sosteni,0P00016B82.F,Europe/Berlin,CET,0P00016B82.F,ff2649fb-cff0-39e3-bb9b-fe2d8f291a74
0P00016CUV.L,LSE,2022-03-08 08:00:00,0,Aberdeen Standard SICAV II-Global Absolute Return Strategies Fund B Acc Hedged GBP,1,,MUTUALFUND,Aberdeen Standard SICAV II-Glob,0P00016CUV.L,Europe/London,GMT,0P00016CUV.L,7692fe6a-f498-34f8-886d-47390fb4f971
0P00016H5V,PNK,2022-03-14 13:30:00,-18000000,Aberdeen Standard SICAV I - Japanese Smaller Companies Sustainable Equity Fund I Acc Hedged USD,1,,MUTUALFUND,Aberdeen Standard SICAV I - Jap,0P00016H5V,America/New_York,EST,0P00016H5V,1195a0a7-812b-359e-8338-a1cf67f7888e
0P00016MZ6.F,FRA,2019-01-02 07:00:00,3600000,Etica Rendita Bilanciata RD,1,,MUTUALFUND,Etica Rendita Bilanciata RD,0P00016MZ6.F,Europe/Berlin,CET,0P00016MZ6.F,91322606-9813-39c9-a3d6-160c4948de17
0P00016N2B.F,FRA,2022-03-14 07:00:00,3600000,European Value Class I EUR,1,,MUTUALFUND,Strategic Selection Fund - Euro,0P00016N2B.F,Europe/Berlin,CET,0P00016N2B.F,a777796e-9949-3061-8a59-c16858e0861b
0P00016NK3.L,LSE,2018-01-02 08:00:00,0,LF Prudential Risk Managed Passive Fund 5 P Income,1,,MUTUALFUND,LF Prudential Risk Managed Pass,0P00016NK3.L,Europe/London,GMT,0P00016NK3.L,9af8ae9a-9b58-3fdb-b8b6-3f852bf173d2
0P00016POO,PNK,2022-03-14 13:30:00,-18000000,Amundi Funds - Euro High Yield Bond A USD Hgd (C),1,,MUTUALFUND,Amundi Funds - Euro High Yield ,0P00016POO,America/New_York,EST,0P00016POO,e69bbdc0-833a-3b77-bbaa-16862d1eeeb4
0P00016PTM,PNK,2019-01-02 14:30:00,-18000000,Atlantic House US Enhanced Equity Fund Class A USD Accumulation,1,,MUTUALFUND,Atlantic House US Enhanced Equi,0P00016PTM,America/New_York,EST,0P00016PTM,d932635f-4f50-391b-95ff-ba7866ed9390
0P00016Q43,PNK,2022-03-14 13:30:00,-18000000,MFS Meridian Funds - Global Equity Income Fund C1 USD,1,,MUTUALFUND,MFS Meridian Funds - Global Equ,0P00016Q43,America/New_York,EST,0P00016Q43,c3b01371-e419-38fd-a5f2-64788fa8d9de
0P00016Q8P.L,LSE,2018-01-02 08:00:00,0,GVQ Opportunities Fund I Class Shares GBP Income,1,,MUTUALFUND,GVQ Opportunities Fund I Class ,0P00016Q8P.L,Europe/London,GMT,0P00016Q8P.L,061c3af1-c68d-3ee1-93ae-398808970647
0P00016UOG.F,FRA,2018-01-02 07:00:00,3600000,Altair Patrimonio II A FI,1,,MUTUALFUND,Altair Patrimonio II A FI,0P00016UOG.F,Europe/Berlin,CET,0P00016UOG.F,5cfeac4d-e549-3793-ae6d-f8e5a7cc32f2
0P00016ZFS,PNK,2019-01-02 14:30:00,-18000000,PineBridge Emerging Market Asia-Pacific Strategic Bond USD N,1,,MUTUALFUND,PineBridge Emerging Market Asia,0P00016ZFS,America/New_York,EST,0P00016ZFS,ace6f52d-3437-3739-b60c-a5b3b6e169c2
0P00016ZSG.TW,TAI,2018-01-02 01:00:00,28800000,Nomura US Premium High Yield Bond Fund TWD Inc,1,,MUTUALFUND,Nomura US Premium High Yield Bo,0P00016ZSG.TW,Asia/Taipei,CST,0P00016ZSG.TW,73c08708-f2c7-358e-9aae-058b3dc04247
0P0001703J.TW,TAI,2018-01-02 01:00:00,28800000,PineBridge Glbl Emerging Mkt Hi Yld Bd N9,1,,MUTUALFUND,PineBridge Glbl Emerging Mkt Hi,0P0001703J.TW,Asia/Taipei,CST,0P0001703J.TW,76a22a62-bf6e-3df1-9d69-19d47ba8fe19
0P000170WB.F,FRA,2022-03-14 07:00:00,3600000,Allianz Global Investors Fund - Allianz Dynamic Multi Asset Strategy SRI 15 CT EUR,1,,MUTUALFUND,Allianz Global Investors Fund -,0P000170WB.F,Europe/Berlin,CET,0P000170WB.F,fc85fba8-ad47-3698-97c6-4250464cb262
0P000173QE.L,LSE,2022-03-08 08:00:00,0,Nordea 1 - GBP Diversified Return Fund BC GBP,1,,MUTUALFUND,Nordea 1 - GBP Diversified Retu,0P000173QE.L,Europe/London,GMT,0P000173QE.L,296d1e78-8acd-3460-a984-6412c76d17a8
0P0001774A,PNK,2019-01-02 14:30:00,-18000000,PIMCO GIS Global Libor Plus Bond Fund Institutional USD Accumulation,1,,MUTUALFUND,PIMCO GIS Global Libor Plus Bon,0P0001774A,America/New_York,EST,0P0001774A,3aaa369c-ce85-3c72-acf7-e507999b2da5
0P00017BAV.TO,TOR,2018-01-02 14:30:00,-18000000,RBC International Dividend Growth Fund A,1,,MUTUALFUND,RBC International Dividend Grow,0P00017BAV.TO,America/Toronto,EST,0P00017BAV.TO,f42e3f75-2906-3873-a730-d3615c531c68
0P00017BM3.F,FRA,2022-03-14 07:00:00,3600000,IVO Funds - IVO Fixed Income EUR I Acc,1,,MUTUALFUND,IVO Funds - IVO Fixed Income EU,0P00017BM3.F,Europe/Berlin,CET,0P00017BM3.F,647c1955-8298-3966-b676-eea3270243fd
0P00017CE5.F,FRA,2022-03-14 07:00:00,3600000,Pareturn GVC Gaesco Absolute Return U,1,,MUTUALFUND,Pareturn GVC Gaesco Absolute Re,0P00017CE5.F,Europe/Berlin,CET,0P00017CE5.F,6c884d7d-cd31-3ee3-bd8a-73d84d3c68fb
0P00017G2B.F,FRA,2019-01-08 07:00:00,3600000,Cnp Blue Emerging Markets,1,,MUTUALFUND,Cnp Blue Emerging Markets,0P00017G2B.F,Europe/Berlin,CET,0P00017G2B.F,85beeeb7-f91a-37a1-a8a0-7ea373258de9
0P00017I1A.F,FRA,2019-01-02 07:00:00,3600000,CreditRas 2RV Eurounit Plan 4,1,,MUTUALFUND,CreditRas 2RV Eurounit Plan 4,0P00017I1A.F,Europe/Berlin,CET,0P00017I1A.F,a4975eda-3337-35d3-9bdd-89cab2c1a8bf
0P00017IRB.F,FRA,2022-03-14 07:00:00,3600000,BNP Paribas Easy MSCI Europe ex CW Track Privilege Dis,1,,MUTUALFUND,BNP Paribas Easy MSCI Europe ex,0P00017IRB.F,Europe/Berlin,CET,0P00017IRB.F,c8414bd6-6973-371e-a8d7-55a2304034e7
0P00017IT5.L,LSE,2022-03-08 08:00:00,0,Invesco Funds - Invesco Pan European High Income Fund Z (GBP Hedged) Annual Distribution GBP,1,,MUTUALFUND,Invesco Funds - Invesco Pan Eur,0P00017IT5.L,Europe/London,GMT,0P00017IT5.L,2df5935a-26c7-3ff3-b5c4-f1a7c6e1f3d0
0P00017KX0.TO,TOR,2018-01-02 14:30:00,-18000000,Meritage Global Growth Plus Portfolio T5/ISC,1,,MUTUALFUND,Meritage Global Growth Plus Por,0P00017KX0.TO,America/Toronto,EST,0P00017KX0.TO,f547263a-0052-384f-a26c-fc0da863fe38
0P00017MC2.L,LSE,2018-01-02 08:00:00,0,Schroder Global Equity Fund Z Income GBP,1,,MUTUALFUND,Schroder Global Equity Fund Z I,0P00017MC2.L,Europe/London,GMT,0P00017MC2.L,ba8845b2-f060-3ae4-b771-1fcf5b0100b3
0P00017NB3.L,LSE,2018-01-02 08:00:00,0,Standard Life Investments UK Real Estate Fund Platform 1 Acc,1,,MUTUALFUND,Standard Life Investments UK Re,0P00017NB3.L,Europe/London,GMT,0P00017NB3.L,f65d9557-ab24-3978-a661-c3ea4c3fed30
0P00017NRT.BO,BSE,2018-01-01 03:45:00,19800000,UTI Dynamic Bond Fund Regular Plan Half Yearly Dividend Payout Option,1,,MUTUALFUND,UTI Dynamic Bond Fund Regular P,0P00017NRT.BO,Asia/Kolkata,IST,0P00017NRT.BO,9fc603fa-9233-3198-a10e-26426efdd991
0P00017OSE.F,FRA,2019-01-02 07:00:00,3600000,AZ AIV Global Private 50,1,,MUTUALFUND,AZ AIV Global Private 50,0P00017OSE.F,Europe/Berlin,CET,0P00017OSE.F,49b015bb-1236-3734-bac2-d9bf79f68538
0P00017TRM.F,FRA,2022-03-14 07:00:00,3600000,Amundi Index Solutions - Amundi Index FTSE EPRA NAREIT Global,1,,MUTUALFUND,Amundi Index Solutions - Amundi,0P00017TRM.F,Europe/Berlin,CET,0P00017TRM.F,719f638d-8846-31fa-98ff-31aed84de314
0P00017TWE.L,LSE,2018-01-02 08:00:00,0,ASI Asia Pacific Equity Enhanced Index Fund B Acc,1,,MUTUALFUND,ASI Asia Pacific Equity Enhance,0P00017TWE.L,Europe/London,GMT,0P00017TWE.L,8ba25803-9d47-3c32-9a2e-e2a0d793ef2f
0P00017UW7,PNK,2019-01-02 14:30:00,-18000000,Invesco Smart Income Fund of Funds USD Acc,1,,MUTUALFUND,Invesco Smart Income Fund of Fu,0P00017UW7,America/New_York,EST,0P00017UW7,81ce641e-eaf4-3529-9143-9f50a4d36ba9
0P00017W1O,PNK,2022-03-14 13:30:00,-18000000,Eastspring Investments - Global Multi Asset Income Plus Growth Fund - D,1,,MUTUALFUND,Eastspring Investments - Global,0P00017W1O,America/New_York,EST,0P00017W1O,4b0e45cd-127b-3565-9246-fb99d68a245b
0P00017YX1.F,FRA,2022-03-14 07:00:00,3600000,VIA AM SICAV - VIA Smart-Equity Europe Private EUR Acc,1,,MUTUALFUND,VIA AM SICAV - VIA Smart-Equity,0P00017YX1.F,Europe/Berlin,CET,0P00017YX1.F,333fe68c-13e0-3d9a-b575-3756467bacda
0P000180RO.TO,TOR,2018-01-02 14:30:00,-18000000,Manulife Id Div Gwth&amp;Inc Pf75 PLTN,1,,MUTUALFUND,Manulife Id Div Gwth&Inc Pf75 P,0P000180RO.TO,America/Toronto,EST,0P000180RO.TO,e7c0fdca-926d-386a-a414-891d295e7fd8
0P000182MM.F,FRA,2019-01-02 07:00:00,3600000,AZ Strategy 50,1,,MUTUALFUND,AZ Strategy 50,0P000182MM.F,Europe/Berlin,CET,0P000182MM.F,3f9b89a8-9e3c-3e23-a9cb-eb1c7fdfbdde
0P000187LV.F,FRA,2018-01-01 07:00:00,3600000,Ibercaja 2024 Garantizado FI,1,,MUTUALFUND,Ibercaja 2024 Garantizado FI,0P000187LV.F,Europe/Berlin,CET,0P000187LV.F,498424b8-0975-3bc6-aec8-73bfeb7f0b37
0P00018A5B,PNK,2019-01-02 14:30:00,-18000000,Sycomore Allocation Patrimoine R USD,1,,MUTUALFUND,Sycomore Allocation Patrimoine ,0P00018A5B,America/New_York,EST,0P00018A5B,1e8dee86-9735-3601-99bc-c111df259ec1
0P00018AWS.TO,TOR,2018-01-02 14:30:00,-18000000,CI Real Income 1951-55 Class P,1,,MUTUALFUND,CI Real Income 1951-55 Class P,0P00018AWS.TO,America/Toronto,EST,0P00018AWS.TO,b9b4b0d1-5176-38a2-b8ec-67fcd34cdb29
0P00018B6R,PNK,2022-03-14 13:30:00,-18000000,MFS Meridian Funds - Blended Research European Equity Fund N1 USD,1,,MUTUALFUND,MFS Meridian Funds - Blended Re,0P00018B6R,America/New_York,EST,0P00018B6R,ef144abc-138f-3a40-a1c5-e32f764ba08e
0P00018BEZ.TO,TOR,2018-01-01 14:30:00,-18000000,Fidelity American Balanced Currency Neutral Fund Sr A,1,,MUTUALFUND,Fidelity American Balanced Curr,0P00018BEZ.TO,America/Toronto,EST,0P00018BEZ.TO,01e39537-2816-3bd6-a4d2-f5bc1b45e4b2
0P00018C7G.F,FRA,2018-01-01 07:00:00,3600000,Rural Perfil Audaz Estandar FI,1,,MUTUALFUND,Rural Perfil Audaz Estandar FI,0P00018C7G.F,Europe/Berlin,CET,0P00018C7G.F,1419561d-d68a-3dcc-b40f-3e557d9cf8ad
0P00018DW4.TO,TOR,2018-01-02 14:30:00,-18000000,Mackenzie Maximum Diversification All World Developed ex North America Index Fund AR,1,,MUTUALFUND,Mackenzie Maximum Diversificati,0P00018DW4.TO,America/Toronto,EST,0P00018DW4.TO,a5e67093-2208-34cf-9ec9-7aff8521f802
0P00018E96.F,FRA,2018-01-02 07:00:00,3600000,GAM Star Fund plc - GAM Star Global Growth Class Z EUR Accumulation,1,,MUTUALFUND,GAM Star Fund plc - GAM Star Gl,0P00018E96.F,Europe/Berlin,CET,0P00018E96.F,9170b6aa-549e-378d-9bce-89ec2f413423
0P00018H2E.SW,EBS,2018-01-02 08:00:00,3600000,Neuberger Berman Corporate Hybrid Bond Fund CHF P Distributing Class,1,,MUTUALFUND,Neuberger Berman Corporate Hybr,0P00018H2E.SW,Europe/Zurich,CET,0P00018H2E.SW,35d61c9a-785b-3ec4-a614-e9cb08dc653f
0P00018J8I.SW,EBS,2022-03-14 08:00:00,3600000,Swisscanto (CH) Index Fund II - Swisscanto (CH) Index Equity Fund Small Cap World ex CH FA CHF,1,,MUTUALFUND,Swisscanto (CH) Index Fund II -,0P00018J8I.SW,Europe/Zurich,CET,0P00018J8I.SW,1de2c09b-18f1-335c-9fa6-c1d58c5f32d1
0P00018KO2.F,FRA,2018-01-02 07:00:00,3600000,Bestinver Futuro EPSV,1,,MUTUALFUND,Bestinver Futuro EPSV,0P00018KO2.F,Europe/Berlin,CET,0P00018KO2.F,79b3f0f2-f151-32e6-897a-b061d1a6986f
0P00018L11.TO,TOR,2018-01-02 14:30:00,-18000000,Co-operators NEI Select Growth RS Portfolio N100100NL,1,,MUTUALFUND,Co-operators NEI Select Growth ,0P00018L11.TO,America/Toronto,EST,0P00018L11.TO,3e602370-e8da-3b48-ae6e-590cd30bb3c4
0P00018LGR.L,LSE,2022-03-07 08:00:00,0,Goldman Sachs Emerging Markets Debt Portfolio I GBP QDist,1,,MUTUALFUND,Goldman Sachs Emerging Markets ,0P00018LGR.L,Europe/London,GMT,0P00018LGR.L,2fbc0304-0d39-3fc4-b18b-7b912006bd28
0P00018T28.ST,STO,2022-03-14 08:00:00,3600000,Man AHL Trend Alternative Class DNY H SEK Acc,1,,MUTUALFUND,Man AHL Trend Alternative Class,0P00018T28.ST,Europe/Stockholm,CET,0P00018T28.ST,a24cc1ff-e736-335c-97ef-76dc757b1108
0P00018TI9,ASE,2022-03-14 13:30:00,-18000000,UBS (Lux) Equity SICAV - Global Income Sustainable (USD) I-A2-8%-mdist,1,,MUTUALFUND,UBS (Lux) Equity SICAV - Global,0P00018TI9,America/New_York,EST,0P00018TI9,708475ad-aa44-3569-b997-fed4e7a46735
0P000199FZ.F,FRA,2018-01-03 07:00:00,3600000,Intesa Life Optima 12 - Exclusive,1,,MUTUALFUND,Intesa Life Optima 12 - Exclusi,0P000199FZ.F,Europe/Berlin,CET,0P000199FZ.F,52e3a8ea-ce60-3465-bdfb-8367241a1de1
0P000199GI.F,FRA,2018-01-03 07:00:00,3600000,Intesa Life Prudente SPIF,1,,MUTUALFUND,Intesa Life Prudente SPIF,0P000199GI.F,Europe/Berlin,CET,0P000199GI.F,dc7e8555-5428-3599-a301-2924d0d88f46
0P000199LL,PNK,2022-03-14 13:30:00,-18000000,Allspring (Lux) Worldwide Fund - USD Investment Grade Credit Fund I USD Acc,1,,MUTUALFUND,Allspring (Lux) Worldwide Fund ,0P000199LL,America/New_York,EST,0P000199LL,00814a72-0434-34bc-bc04-d1f9c1f76570
0P00019BOQ.F,FRA,2018-01-02 07:00:00,3600000,Flexpertise,1,,MUTUALFUND,Flexpertise,0P00019BOQ.F,Europe/Berlin,CET,0P00019BOQ.F,cfeed760-785c-3163-80a8-69965bc13914
0P00019C77,BSE,2019-01-02 03:45:00,19800000,Jupiter China Equity Fund C2 USD Acc,1,,MUTUALFUND,Jupiter China Equity Fund C2 US,0P00019C77,Asia/Kolkata,IST,0P00019C77,5b2d7ca4-94c5-3224-a2fe-1732841174e3
0P00019GXB.L,LSE,2018-01-02 08:00:00,0,VT Argonaut European Income Opportunities Fund R Inc,1,,MUTUALFUND,VT Argonaut European Income Opp,0P00019GXB.L,Europe/London,GMT,0P00019GXB.L,9a68d072-cdbb-318a-8e08-bca4e367b66e
0P00019I73.F,FRA,2022-03-14 07:00:00,3600000,UBAM - Europe Small Cap Equity UD EUR,1,,MUTUALFUND,UBAM - Europe Sustainable Small,0P00019I73.F,Europe/Berlin,CET,0P00019I73.F,1b2bc7c9-f989-3065-90b9-c9d27925d0cc
0P00019IIA.L,LSE,2018-01-02 08:00:00,0,Muzinich Global Tactical Credit Fund Hedged GBP Accumulation H Units,1,,MUTUALFUND,Muzinich Global Tactical Credit,0P00019IIA.L,Europe/London,GMT,0P00019IIA.L,b3f82860-4061-37b9-8e51-3a6fba5df178
0P00019J2W.F,FRA,2022-03-14 07:00:00,3600000,Isatis Investment Global Flexible B,1,,MUTUALFUND,Isatis Investment Global Flexib,0P00019J2W.F,Europe/Berlin,CET,0P00019J2W.F,584ff663-13ed-3115-85e7-22ded1e3372e
0P00019MOO.F,FRA,2022-03-14 07:00:00,3600000,Nordea 1 - Balanced Income Fund BC EUR,1,,MUTUALFUND,Nordea 1 - Balanced Income Fund,0P00019MOO.F,Europe/Berlin,CET,0P00019MOO.F,8ac440d6-2a8d-3a20-8564-d236c80000bf
0P00019MY5.TO,TOR,2018-01-02 14:30:00,-18000000,TD Managed Balanced Growth ETF Portfolio D,1,,MUTUALFUND,TD Managed Balanced Growth ETF ,0P00019MY5.TO,America/Toronto,EST,0P00019MY5.TO,7dac767b-9305-3d6c-b71d-8627e5dd43ab
0P00019S9W.F,FRA,2018-01-02 07:00:00,3600000,Diamond Capital Funds plc - Tower Global High Yield Fund Euro-Hedged (CAP) Class Accumulating,1,,MUTUALFUND,Diamond Capital Funds plc - Tow,0P00019S9W.F,Europe/Berlin,CET,0P00019S9W.F,dcb05bd3-1022-30dc-8e8e-e39c23cd1c4d
0P00019UC0.F,FRA,2022-03-15 07:00:00,3600000,Lombard Odier Funds - All Roads Growth (EUR) PA,1,,MUTUALFUND,LO Funds - All Roads Growth (EU,0P00019UC0.F,Europe/Berlin,CET,0P00019UC0.F,37264902-ac9b-315f-93a1-b233f67c8fb3
0P00019VD5.F,FRA,2022-03-14 07:00:00,3600000,BlueBay Funds - BlueBay Global Sovereign Opportunities Fund I - EUR (Perf),1,,MUTUALFUND,BlueBay Funds - BlueBay Global ,0P00019VD5.F,Europe/Berlin,CET,0P00019VD5.F,b5fcadc2-d855-353d-b7e6-4bb5e0f77e68
