symbol,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,gmtOffSetMilliseconds,maxAge
22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF
IM.F,YHD,MUTUALFUND,IM.F,IM.F,,,,America/New_York,EST,,-18000000,1
0P00014ABM.F,,,,,1,NONE,,0P00014ABM.F,,,0P00014ABM.F,a989da54-d834-3a3b-a73c-682a0cc98005
0P00014BJO.TO,TOR,2018-01-02 14:30:00,-18000000,LON Bond (Portico) 75/100 (PS2),1,MUTUALFUND,LON Bond (Portico) 75/100 (PS2),0P00014BJO.TO,America/Toronto,EST,0P00014BJO.TO,12fb97d4-2c6c-3d5a-9125-811c6b211357
0P00014CS5.TO,TOR,2018-01-02 14:30:00,-18000000,CAN Core Conservative Growth (PSG) 100/100(PS2),1,MUTUALFUND,CAN Cor Con Gro 100/100 (PS2),0P00014CS5.TO,America/Toronto,EST,0P00014CS5.TO,d266f03e-95f2-3fdc-9866-e63488f527d8
0P00014DT2,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,Stonehage Fleming Global Best I,0P00014DT2,America/New_York,EST,0P00014DT2,92dbd474-9f09-3aa5-b9b8-f7dd618e45a8
0P00014EDD.TO,TOR,2018-01-02 14:30:00,-18000000,BMO Core Bond Advisor,1,MUTUALFUND,BMO d'obligations de base Cseil,0P00014EDD.TO,America/Toronto,EST,0P00014EDD.TO,5fd30ee7-50ad-3ca8-96d1-a14767bde7da
0P00014HB3.F,FRA,2018-01-02 07:00:00,3600000,Janus Henderson Capital Funds plc - Absolute Return Income Opportunities Fund Class E2 HEUR,1,MUTUALFUND,Janus Henderson Capital Funds p,0P00014HB3.F,Europe/Berlin,CET,0P00014HB3.F,18dc836d-c952-3d88-b6af-e52fd56114e6
0P00014IPM.TO,TOR,2018-01-02 14:30:00,-18000000,Manulife U.S. Monthly High Income GIF 2,1,MUTUALFUND,Manulife FPG à revenu mensuel ,0P00014IPM.TO,America/Toronto,EST,0P00014IPM.TO,0685f4bf-640e-3b0a-b95f-ca7371248779
0P00014JRE.ST,STO,2018-01-02 08:00:00,3600000,Legg Mason Brandywine Global Income Optimiser Fund Premier Class SEK Accumulating (Hedged),1,MUTUALFUND,Legg Mason Brandywine Global In,0P00014JRE.ST,Europe/Stockholm,CET,0P00014JRE.ST,6558eef9-5a5f-3a0a-85b5-a2c459e00114
0P00014L62.BE,,,,,1,NONE,,0P00014L62.BE,,,0P00014L62.BE,5840ae2d-62f6-36f0-ab50-d16de961fc7d
0P00014LUN.F,,,,,1,NONE,,0P00014LUN.F,,,0P00014LUN.F,c51df03e-3d11-34d9-9183-e48a1ae1098e
0P00014OD9.F,,,,,1,NONE,,0P00014OD9.F,,,0P00014OD9.F,dbf09e35-0493-36f6-ac72-2b176e11aec0
0P000152SX.F,FRA,2019-09-25 06:00:00,3600000,Legg Mason Western Asset US High Yield Fund Class E Euro Accumulating (Hedged),1,MUTUALFUND,Legg Mason Western Asset US Hig,0P000152SX.F,Europe/Berlin,CET,0P000152SX.F,f3184484-a3f7-3d88-8744-5d7350579774
0P000156P4.L,,,,,1,NONE,,0P000156P4.L,,,0P000156P4.L,919922c9-832d-39a0-9940-aad76363769a
0P000159DZ.IR,,,,,1,NONE,,0P000159DZ.IR,,,0P000159DZ.IR,32ff9839-45c4-371c-a804-fa53ac131574
0P00015B38.F,,,,,1,NONE,,0P00015B38.F,,,0P00015B38.F,f5fe8612-20c7-3ba7-adda-40ee9bc6f48e
0P00015DBT.F,,,,,1,NONE,,0P00015DBT.F,,,0P00015DBT.F,8565fee4-aa42-3689-90c4-18932e1913ae
0P00015H6T.L,LSE,2018-01-02 08:00:00,0,Ninety One UK Equity Income A Acc,1,MUTUALFUND,Ninety One UK Equity Income A A,0P00015H6T.L,Europe/London,GMT,0P00015H6T.L,401c1154-5872-31af-a174-3fc6f6f84418
0P00015IUH.TO,TOR,2018-01-02 14:30:00,-18000000,Sun CI Sig Divs Yld 2-LTA Sr F,1,MUTUALFUND,Sun Life Sign Avantage FPG à v,0P00015IUH.TO,America/Toronto,EST,0P00015IUH.TO,be775d18-dc3c-320f-b908-bd4c2c58e18d
0P00015LHD.F,,,,,1,NONE,,0P00015LHD.F,,,0P00015LHD.F,dc219be6-dea8-3e3b-9396-5d65e098dd30
0P00015R83.SW,,,,,1,NONE,,0P00015R83.SW,,,0P00015R83.SW,2128c3a5-e84a-3e55-a280-41c3d47f4ad5
0P00015RDT.F,,,,,1,NONE,,0P00015RDT.F,,,0P00015RDT.F,a11349b1-2d06-3acf-8ee1-0d4392d67a24
0P00015U31,,,,,1,NONE,,0P00015U31,,,0P00015U31,dcfb7b2a-cf48-37af-b9eb-4e3f682ad1c0
0P00015VB5.F,,,,,1,NONE,,0P00015VB5.F,,,0P00015VB5.F,99263d9c-5ddc-376c-a2ea-6ad6bac686c7
0P00015VBL.F,,,,,1,NONE,,0P00015VBL.F,,,0P00015VBL.F,eb7e4140-43be-3af8-93ce-3b9a586b7e1a
0P00015VDW.F,FRA,2018-01-02 07:00:00,3600000,"SMART SOCIAL, SICAV, S.A.",1,MUTUALFUND,"SMART SOCIAL, SICAV, S.A.",0P00015VDW.F,Europe/Berlin,CET,0P00015VDW.F,6b36d5f9-803c-3f07-aa1e-d4380c89778e
0P00015WBW.L,,,,,1,NONE,,0P00015WBW.L,,,0P00015WBW.L,249f4853-b569-346b-b36b-781bee2b3e7c
0P00015YPC.L,,,,,1,NONE,,0P00015YPC.L,,,0P00015YPC.L,42bff49c-23ed-3d72-aa1c-fd2cff9e5a38
0P0001613J,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,Mackenzie oblig tactiq mond en ,0P0001613J,America/New_York,EST,0P0001613J,6e474209-7ce8-3f97-920a-b192a0ed78f0
0P000163TG.F,FRA,2018-01-02 07:00:00,3600000,Hastings Patrimoine MC,1,MUTUALFUND,Hastings Patrimoine MC,0P000163TG.F,Europe/Berlin,CET,0P000163TG.F,e7a54822-7923-34b6-afe8-6f3ceeb47f4f
0P000166ZN,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,UBS (Irl) Fund plc - UBS (Irl) ,0P000166ZN,America/New_York,EST,0P000166ZN,ebaad519-4b9c-3a4f-a93d-0db75684bb0c
0P00016ARZ.F,FRA,2018-01-02 07:00:00,3600000,Jupiter Merian World Equity Fund I EUR Acc,1,MUTUALFUND,Jupiter Merian World Equity Fun,0P00016ARZ.F,Europe/Berlin,CET,0P00016ARZ.F,2948942b-0aba-3e9b-950f-3d97a2820770
0P00016D3S.F,,,,,1,NONE,,0P00016D3S.F,,,0P00016D3S.F,607cd23a-fd6e-36bf-bdd4-61a3eba7cbf1
0P00016DBS.HK,,,,,1,NONE,,0P00016DBS.HK,,,0P00016DBS.HK,76637755-b0d8-3b29-a6b4-731693cae29a
0P00016GL0.F,FRA,2018-01-02 07:00:00,3600000,Allianz Interglobal AT EUR,1,MUTUALFUND,Allianz Interglobal AT EUR,0P00016GL0.F,Europe/Berlin,CET,0P00016GL0.F,3cf9f2c2-0d24-3b2a-bd24-7684da1e50cd
0P00016LEW.SW,EBS,2018-01-02 08:00:00,3600000,Jupiter Merian Global Equity Absolute Return Fund I CHF Hedged Acc,1,MUTUALFUND,JupiterMerian Global Equity Abs,0P00016LEW.SW,Europe/Zurich,CET,0P00016LEW.SW,1e81ef8b-631d-38ff-adc5-11a6c0b4cf91
0P00016LH9.L,LSE,2018-01-02 08:00:00,0,Legal &amp; General Multi-Index Income 5 Fund C Class Accumulation,1,MUTUALFUND,Legal & General Multi-Index Inc,0P00016LH9.L,Europe/London,GMT,0P00016LH9.L,9e3c7a3e-fa47-3e17-91ed-adebcc412c08
0P00016LWN.TO,TOR,2018-01-02 14:30:00,-18000000,RBC Global Balanced Fund O,1,MUTUALFUND,RBC équilibré mondial O,0P00016LWN.TO,America/Toronto,EST,0P00016LWN.TO,187d2c61-6abe-363e-a8de-e0dbede7baff
0P00016MMY.L,LSE,2018-01-02 08:00:00,0,Legal &amp; General Global Real Estate Dividend Index Fund L Class Distribution,1,MUTUALFUND,Legal & General Global Real Est,0P00016MMY.L,Europe/London,GMT,0P00016MMY.L,5447a180-4a97-34f5-87ab-008c17b514bb
0P00016MNX.TO,,,,,1,NONE,,0P00016MNX.TO,,,0P00016MNX.TO,d1e6a4f0-b360-3cb5-850e-ee6fbcd795e4
0P00016MW9.F,,,,,1,NONE,,0P00016MW9.F,,,0P00016MW9.F,27eeae84-b4db-30ac-9ce6-6a3702205473
0P00016OAG.F,,,,,1,NONE,,0P00016OAG.F,,,0P00016OAG.F,ef48a696-d795-35ff-bb05-fd9a6633d228
0P00016PVW.L,,,,,1,NONE,,0P00016PVW.L,,,0P00016PVW.L,6f3ebf3e-cd3f-3b95-89d7-8c2b8da13103
0P00016RRN.F,FRA,2019-01-02 07:00:00,3600000,Aviva CU Credit Beta IV,1,MUTUALFUND,Aviva CU Credit Beta IV,0P00016RRN.F,Europe/Berlin,CET,0P00016RRN.F,3e49194c-dc06-3f64-ad23-0a5d979f484a
0P00016U1Z,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,HSBC US Dollar Liquidity Fund I,0P00016U1Z,America/New_York,EST,0P00016U1Z,b2403382-c63f-3357-a0d4-977ce97f9ebb
0P00016V81.F,FRA,2018-01-02 07:00:00,3600000,MontLake UCITS Platform ICAV - RoboCap UCITS Fund EUR Institutional Class Pooled,1,MUTUALFUND,MontLake UCITS Platform ICAV - ,0P00016V81.F,Europe/Berlin,CET,0P00016V81.F,52bb37f8-a261-3a72-9af6-f379e5923c53
0P00016X5P.L,LSE,2018-01-02 08:00:00,0,UWS Henderson Euro Selected Opps A,1,MUTUALFUND,UWS Henderson Euro Selected Opp,0P00016X5P.L,Europe/London,GMT,0P00016X5P.L,f859b396-6a39-3a31-8bd5-f6baf62e7928
0P00016YUZ.F,,,,,1,NONE,,0P00016YUZ.F,,,0P00016YUZ.F,fc590a2a-3a49-3d1d-b3d0-1b2a18166d38
0P0001716U.F,FRA,2019-01-02 07:00:00,3600000,Italiana ENEA Linea Monetaria,1,MUTUALFUND,Italiana ENEA Linea Monetaria,0P0001716U.F,Europe/Berlin,CET,0P0001716U.F,c1b10014-8586-3cc3-8024-8e37b2166fef
0P000171E3,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,ChinaAMC Select RMB Bond Fund A,0P000171E3,America/New_York,EST,0P000171E3,ab29f390-6d92-3a3a-b9c1-ce59e98d7854
0P000177IT.F,,,,,1,NONE,,0P000177IT.F,,,0P000177IT.F,6551cc42-2620-32d5-bdcc-029b1c8ab022
0P00017AZP.F,FRA,2019-01-02 07:00:00,3600000,Cnp D Prudente,1,MUTUALFUND,Cnp D Prudente,0P00017AZP.F,Europe/Berlin,CET,0P00017AZP.F,56432b50-75bc-3752-a780-a6e977628d34
0P00017CFA.F,,,,,1,NONE,,0P00017CFA.F,,,0P00017CFA.F,4c757131-ee39-3a61-bc28-8315b65c36b7
0P00017FW4,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,Eastspring Investments Quality-,0P00017FW4,America/New_York,EST,0P00017FW4,21e6b3ef-6acc-3a72-ae1c-c91d2cd131c4
0P00017HMC.F,FRA,2018-01-02 07:00:00,3600000,Neuberger Berman Short Duration Emerging Market Debt Fund EUR M Accumulating Class,1,MUTUALFUND,Neuberger Berman Short Duration,0P00017HMC.F,Europe/Berlin,CET,0P00017HMC.F,7f6c62ac-fd44-33e3-8089-f9077c14cafa
0P00017HNN.F,FRA,2018-01-01 07:00:00,3600000,Caixabank Destino 2022 Estándar FI,1,MUTUALFUND,Caixabank Destino 2022 Estánda,0P00017HNN.F,Europe/Berlin,CET,0P00017HNN.F,b4650ca9-9596-3ffb-85f8-312efc46bad2
0P00017LMV.TO,TOR,2018-01-02 14:30:00,-18000000,Meritage Tactical ETF Balanced Portfolio Advisor Series,1,MUTUALFUND,Méritage Portefeuille FNB tact,0P00017LMV.TO,America/Toronto,EST,0P00017LMV.TO,aed0c31d-7cf7-3e7c-bd2c-d0719d620654
0P00017OTJ.F,FRA,2019-01-02 07:00:00,3600000,AZ PIP - Formula Equilibrata,1,MUTUALFUND,AZ PIP - Formula Equilibrata,0P00017OTJ.F,Europe/Berlin,CET,0P00017OTJ.F,cc88d627-72da-3465-ac80-892de2721280
0P00017PZV,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,Eastspring Global Emerging Mast,0P00017PZV,America/New_York,EST,0P00017PZV,f61b0bf5-dec6-3bea-b92c-2091e8a044f1
0P00017USP.TO,TOR,2018-01-02 14:30:00,-18000000,IA Wealth Moderate Portfolio A,1,MUTUALFUND,IA Wealth Moderate Portfolio A,0P00017USP.TO,America/Toronto,EST,0P00017USP.TO,69aa4e92-e54f-3904-93c1-aed7259edd61
0P00017YJM.SW,,,,,1,NONE,,0P00017YJM.SW,,,0P00017YJM.SW,25918c03-2d15-3409-920a-83a3c706b3fa
0P00017ZXV.L,LSE,2018-01-02 08:00:00,0,InRIS CFM Diversified Fund Class I GBP Hedged,1,MUTUALFUND,InRIS CFM Diversified Fund Clas,0P00017ZXV.L,Europe/London,GMT,0P00017ZXV.L,e143e84d-ec0f-399e-9eab-83e62efa05d3
0P000180CR,,,,,1,NONE,,0P000180CR,,,0P000180CR,e7afa495-f0a2-3ae0-8a9d-2401288391ca
0P0001831C.F,,,,,1,NONE,,0P0001831C.F,,,0P0001831C.F,d6e05389-e273-3815-98b4-7761300245bf
0P000183RL.TO,TOR,2018-01-02 14:30:00,-18000000,FÉRIQUE Global Diversified Income Fund,1,MUTUALFUND,FÉRIQUE Revenu Diversifié,0P000183RL.TO,America/Toronto,EST,0P000183RL.TO,55d37c6e-1076-3005-aef6-605ebbe91616
0P000183ZV.ST,,,,,1,NONE,,0P000183ZV.ST,,,0P000183ZV.ST,a84b180e-c94b-3f00-ab22-2bb0f94b5e2a
0P000184P9.F,,,,,1,NONE,,0P000184P9.F,,,0P000184P9.F,1c70dc28-66ca-3108-a11f-97332728354a
0P000185JI.L,,,,,1,NONE,,0P000185JI.L,,,0P000185JI.L,13c4509a-e68b-33ad-bef2-918ad47417a1
0P00018GVZ.F,,,,,1,NONE,,0P00018GVZ.F,,,0P00018GVZ.F,f4cea19c-bc8c-30ac-ace8-cff43e8fb075
0P00018H67.TO,TOR,2018-01-02 14:30:00,-18000000,BMO Concentrated Global Balanced Fund A,1,MUTUALFUND,BMO concentré mondial équilib,0P00018H67.TO,America/Toronto,EST,0P00018H67.TO,5ec736a8-b30c-3566-a062-cfbf33a50178
0P00018ITU,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,Legg Mason Brandywine Global Hi,0P00018ITU,America/New_York,EST,0P00018ITU,042e295f-b8d1-3005-815f-18711b64dd44
0P00018J3B,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,PIMCO GIS Global Bond Ex-US Fun,0P00018J3B,America/New_York,EST,0P00018J3B,69bfccc0-af8f-3274-8e82-a421841bc23f
0P00018KWX.F,,,,,1,NONE,,0P00018KWX.F,,,0P00018KWX.F,d2f42c68-92c0-3042-be36-bc33f170afbc
0P00018L9I.L,LSE,2018-01-02 08:00:00,0,GAM Star Fund plc - GAM Star MBS Total Return Class Institutional GBP Income,1,MUTUALFUND,GAM Star Fund plc - GAM Star MB,0P00018L9I.L,Europe/London,GMT,0P00018L9I.L,5c011cff-7822-31a4-9036-eb345f6171f2
0P00018TW7,,,,,1,NONE,,0P00018TW7,,,0P00018TW7,5587d7e2-8221-3259-b506-b76bf0433c60
0P00018TWC,,,,,1,NONE,,0P00018TWC,,,0P00018TWC,96c8d0e9-2a72-3603-9cd0-4e40270727d3
0P00018Y7O.L,LSE,2018-01-02 08:00:00,0,ASI Short Dated Corporate Bond Fund Institutional &quot;S&quot; Income,1,MUTUALFUND,ASI Short Dated Corporate Bond ,0P00018Y7O.L,Europe/London,GMT,0P00018Y7O.L,6eca781b-b4d8-3de1-bd29-0e63e531cefd
0P00019197,,,,,1,NONE,,0P00019197,,,0P00019197,ea3413f8-938f-3025-957c-985849b12331
0P00019679,,,,,1,NONE,,0P00019679,,,0P00019679,c95c3638-3ab0-3f26-86ea-147b73fa44fd
0P000198QK,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,Janus Henderson Capital Funds p,0P000198QK,America/New_York,EST,0P000198QK,fb155ff2-efae-358f-9f0b-ab09719cfa87
0P000198ST,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,Fubon Global Investment Grade B,0P000198ST,America/New_York,EST,0P000198ST,fef90c4a-a7fa-308f-9a39-11f01759f8b4
0P000199L0,,,,,1,NONE,,0P000199L0,,,0P000199L0,a518e6dc-881d-3006-9ca1-1b24df8c440a
0P00019J7L.F,,,,,1,NONE,,0P00019J7L.F,,,0P00019J7L.F,64aeb323-78f2-328d-80ef-f466b7ae6ea0
0P00019O4L.F,FRA,2018-01-02 07:00:00,3600000,Ellipsis Low Vol Equity Fund SEUR,1,MUTUALFUND,Ellipsis Low Vol Equity Fund SE,0P00019O4L.F,Europe/Berlin,CET,0P00019O4L.F,ec51c509-f710-3b75-9a3c-5acaf6b497b1
0P00019RQB.F,,,,,1,NONE,,0P00019RQB.F,,,0P00019RQB.F,c25cd386-b27d-3ed3-945b-6d3bda3a6933
0P00019S7T.TO,TOR,2018-01-02 14:30:00,-18000000,RBC Emerging Markets Equity Fund T5,1,MUTUALFUND,RBC d'actions de marchés émer,0P00019S7T.TO,America/Toronto,EST,0P00019S7T.TO,b9e33ba2-90a8-31bc-ba33-7cae471052a0
0P00019UDW.F,FRA,2018-01-02 07:00:00,3600000,Magna Umbrella Fund plc - Magna New Frontiers Fund S Inc,1,MUTUALFUND,Magna Umbrella Fund plc - Magna,0P00019UDW.F,Europe/Berlin,CET,0P00019UDW.F,ea383b8e-7e0a-3bbb-a7a6-11d01aaad123
0P00019W1J.F,,,,,1,NONE,,0P00019W1J.F,,,0P00019W1J.F,fe54de39-4816-369f-aae4-4dc5f9c9756a
0P00019WMP.F,,,,,1,NONE,,0P00019WMP.F,,,0P00019WMP.F,8bd70317-a1b5-3229-a082-9b003a3eac12
0P00019WOQ.F,,,,,1,NONE,,0P00019WOQ.F,,,0P00019WOQ.F,459272bd-332c-3ce9-b087-b50ca25e106d
0P00019XAS,,,,,1,NONE,,0P00019XAS,,,0P00019XAS,37ffb423-1a1f-38ea-b29d-e85ed293ad9e
0P00019XRQ,,,,,1,NONE,,0P00019XRQ,,,0P00019XRQ,881f4c42-27e7-3a7a-b38a-9915245d817c
0P0001A4HH.F,FRA,2019-01-02 07:00:00,3600000,Piano Azioni Italia B,1,MUTUALFUND,Piano Azioni Italia B,0P0001A4HH.F,Europe/Berlin,CET,0P0001A4HH.F,f523208f-0fe2-3f65-b57b-d94c5b08e843
0P0001A5J5.F,,,,,1,NONE,,0P0001A5J5.F,,,0P0001A5J5.F,53e572de-a7d0-3620-9508-60394b59ac24
0P0001AAFC.TO,TOR,2018-01-02 14:30:00,-18000000,CI Global Health Sciences Corporate Cl E,1,MUTUALFUND,CI Global Health Sciences Corpo,0P0001AAFC.TO,America/Toronto,EST,0P0001AAFC.TO,9e4947ad-12bd-3fbe-a5b2-90b29dfee3be
0P0001AAHO.TO,TOR,2018-01-02 14:30:00,-18000000,United International Equity Value Corporate Cl IT8,1,MUTUALFUND,United International Equity Val,0P0001AAHO.TO,America/Toronto,EST,0P0001AAHO.TO,b923427c-f3ec-33c2-9a8c-c25276567c4e
0P0001AAPV,PNK,2020-02-12 14:30:00,-18000000,,1,MUTUALFUND,Mackenzie mondial de dividendes,0P0001AAPV,America/New_York,EST,0P0001AAPV,4304b076-9a1e-3a14-8c13-203fac72be83
0P0001AF86,,,,,1,NONE,,0P0001AF86,,,0P0001AF86,c0cbda2a-d36b-3b4e-93f1-82aa66026b94
0P0001AG9S.F,FRA,2018-01-03 07:00:00,3600000,iShares Europe ex-UK Index Fund (IE) D Acc EUR,1,MUTUALFUND,iShares Europe ex-UK Index Fund,0P0001AG9S.F,Europe/Berlin,CET,0P0001AG9S.F,f52909ad-c018-3848-96f4-4481bcce5b5e
0P0001AHEM.F,,,,,1,NONE,,0P0001AHEM.F,,,0P0001AHEM.F,6a706cd8-b62e-33bd-8065-820dcf13a324
0P0001AHOM.F,FRA,2018-01-02 07:00:00,3600000,Ecofi Entreprises E,1,MUTUALFUND,Ecofi Entreprises E,0P0001AHOM.F,Europe/Berlin,CET,0P0001AHOM.F,20e5c7bd-1301-37e3-9968-241bf9a573e6
0P0001AM2K.F,,,,,1,NONE,,0P0001AM2K.F,,,0P0001AM2K.F,3c409d1f-dafd-338b-b0a0-8b27c701dc9a
0P0001AMFL.CO,,,,,1,NONE,,0P0001AMFL.CO,,,0P0001AMFL.CO,ecdd8306-acd9-3168-bf2c-8f9ad89b0343
0P0001AMJA,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,JNL/Mellon Materials Sector Fun,0P0001AMJA,America/New_York,EST,0P0001AMJA,9e3facc1-1003-3022-b6eb-4e10437d3ed3
0P0001AN75,,,,,1,NONE,,0P0001AN75,,,0P0001AN75,4e47df4f-9140-3675-b1cc-1d5b6d49cb4a
0P0001B592.F,,,,,1,NONE,,0P0001B592.F,,,0P0001B592.F,d2b9e370-0fdd-3956-8280-4314f0e0b576
0P0001B9B8.F,FRA,2018-01-02 07:00:00,3600000,Neuberger Berman Corporate Hybrid Bond Fund EUR P Accumulating Class,1,MUTUALFUND,Neuberger Berman Corporate Hybr,0P0001B9B8.F,Europe/Berlin,CET,0P0001B9B8.F,964586fc-4fb5-3c9e-bf2a-60d396ded5ec
0P0001B9OC.BO,BSE,2018-01-01 03:45:00,19800000,Aditya Birla Sun Life Income Fund Dividend Reinvestment Direct Plan,1,MUTUALFUND,Aditya Birla Sun Life Income Fu,0P0001B9OC.BO,Asia/Kolkata,IST,0P0001B9OC.BO,c375c47f-9130-34b6-9ba5-e7e3309a51a2
0P0001B9RV.BO,BSE,2018-01-01 03:45:00,19800000,BOI AXA Manufacturing &amp; Infra Dividend Reinvestment,1,MUTUALFUND,BOI AXA Manufacturing & Infra R,0P0001B9RV.BO,Asia/Kolkata,IST,0P0001B9RV.BO,3e7373d2-6daa-3a44-986b-951bc0592ff9
0P0001BA34.BO,BSE,2018-01-01 03:45:00,19800000,Quant Absolute Fund Dividend Reinvestment Option Direct Plan,1,MUTUALFUND,Quant Absolute Fund Direct Plan,0P0001BA34.BO,Asia/Kolkata,IST,0P0001BA34.BO,c28ea876-37f3-3f1b-8623-18d33d0c761a
0P0001BAIT.BO,BSE,2018-01-01 03:45:00,19800000,IDFC All Seasons Bond Fund Regular Plan Periodic Dividend Reinvestment,1,MUTUALFUND,IDFC All Seasons Bond Fund Regu,0P0001BAIT.BO,Asia/Kolkata,IST,0P0001BAIT.BO,043f4ac9-f4f0-3b6b-aee3-db3d88ede29d
0P0001BBFC.BO,BSE,2018-01-01 03:45:00,19800000,Union Largecap Fund Regular Dividend Reinvestment,1,MUTUALFUND,Union Largecap Fund Regular Rei,0P0001BBFC.BO,Asia/Kolkata,IST,0P0001BBFC.BO,de4b9c6e-6a7f-3625-b420-3698ac8928f8
0P0001BBHA.BO,BSE,2018-01-01 03:45:00,19800000,UTI Gilt Fund PF Prescribed Date Auto Dividend Reinvestment,1,MUTUALFUND,UTI Gilt Fund PF Prescribed Dat,0P0001BBHA.BO,Asia/Kolkata,IST,0P0001BBHA.BO,81947b39-09d1-3155-b5d4-06d59b2732ed
0P0001BJIS.F,FRA,2018-01-02 07:00:00,3600000,SEI Global Master Fund plc - The SEI Global Short Term Bond Fund Hedged Euro Institutional Dist,1,MUTUALFUND,SEI Global Master Fund plc - Th,0P0001BJIS.F,Europe/Berlin,CET,0P0001BJIS.F,6949e632-cf3d-3c52-90fb-fed49a71154d
0P0001BJVN.SW,,,,,1,NONE,,0P0001BJVN.SW,,,0P0001BJVN.SW,aee58f84-5ae6-37b8-a331-67ff862b2cc1
0P0001BKI6.SW,,,,,1,NONE,,0P0001BKI6.SW,,,0P0001BKI6.SW,8e989d07-68df-3dd1-bc99-7cb3ad5dbd53
0P0001BNNF.SW,,,,,1,NONE,,0P0001BNNF.SW,,,0P0001BNNF.SW,150aeb9a-c8ba-32d4-895a-e3d28019d5bb
0P0001BPCN,PNK,2019-01-02 14:30:00,-18000000,,1,MUTUALFUND,SEI Global Master Fund plc - Th,0P0001BPCN,America/New_York,EST,0P0001BPCN,a5bb9f61-294e-349b-8efc-3605e3f21d21
0P0001BPW9.L,LSE,2018-01-02 08:00:00,0,Aviva Investors Global Equity Endurance Fund 6 GBP Acc,1,MUTUALFUND,Aviva Investors Global Equity E,0P0001BPW9.L,Europe/London,GMT,0P0001BPW9.L,309c0009-8ba6-3a68-9011-817dda66b5b3
0P0001BRLT.F,FRA,2018-01-01 07:00:00,3600000,Candriam Risk Arbitrage R2,1,MUTUALFUND,Candriam Risk Arbitrage R2,0P0001BRLT.F,Europe/Berlin,CET,0P0001BRLT.F,9aedfb8a-c5c8-35a2-8742-ea8bbe580e9b
0P0001BT2O.F,FRA,2018-01-02 07:00:00,3600000,Futur Allocation Dynamique C,1,MUTUALFUND,Futur Allocation Dynamique C,0P0001BT2O.F,Europe/Berlin,CET,0P0001BT2O.F,ad59e7e4-4a90-3b75-a905-a2ef55030409
0P0001BTRG.SW,,,,,1,NONE,,0P0001BTRG.SW,,,0P0001BTRG.SW,85f2d649-4747-3ba6-8558-dc93b2f8c022
0P0001BUK1.F,,,,,1,NONE,,0P0001BUK1.F,,,0P0001BUK1.F,f0d1e571-2786-386b-b0f2-c1e0a18528b4
0P0001BV2J.F,,,,,1,NONE,,0P0001BV2J.F,,,0P0001BV2J.F,155c026e-a5f7-39d5-b5cf-13ccbb852fe1
0P0001C15I.TO,TOR,2018-01-02 14:30:00,-18000000,iA Fidelity True North Hybrid SRP 75/100,1,MUTUALFUND,iA Frontière Nord Fidelity Hyb,0P0001C15I.TO,America/Toronto,EST,0P0001C15I.TO,9449206c-0be9-351c-95c8-2c59b1453ffa
0P0001CAB9,,,,,1,NONE,,0P0001CAB9,,,0P0001CAB9,c8d16918-e317-3de8-8291-69487a4304a1
0P0001CBYT.BO,BSE,2018-01-04 03:45:00,19800000,Union Balanced Advantage Fund Regular Dividend Reinvestment,1,MUTUALFUND,Union Balanced Advantage Fund R,0P0001CBYT.BO,Asia/Kolkata,IST,0P0001CBYT.BO,78d9e693-8e68-3931-b3f7-4ec169f5e557
0P0001CDTJ.F,,,,,1,NONE,,0P0001CDTJ.F,,,0P0001CDTJ.F,d91ce648-e74b-3569-805b-a3f507f61ad1
0P0001CEW4.BO,BSE,2018-01-23 03:45:00,19800000,Mahindra Unnati Emerging Business Yojana Direct Dividend Reinvestment,1,MUTUALFUND,Mahindra Manulife Mid Cap Unnat,0P0001CEW4.BO,Asia/Kolkata,IST,0P0001CEW4.BO,e259b581-62d9-37f4-841c-cfa8bd04420d
0P0001CG7S.F,,,,,1,NONE,,0P0001CG7S.F,,,0P0001CG7S.F,7a47b7b5-4d05-3875-acba-7a28e779a3f7
